	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
26	  ( 20 18 ) ( 50 31 ) ( 33 30 ) ( 25 20 )	  ( 50 31 ) ( 25 20 ) ( 33 30 )	  ( 20 19 ) ( 50 31 ) ( 25 20 ) ( 33 30 )	  ( 28 12 ) ( 33 17 )	  ( 20 7 ) ( 50 19 ) ( 25 8 ) ( 33 18 )	  ( 33 30 ) ( 20 19 ) ( 25 20 ) ( 50 31 )	  ( 50 14 ) ( 33 13 )	  ( 33 15 ) ( 28 14 )	  ( 40 13 ) ( 33 12 )	  ( 50 7 ) ( 14 6 )	  ( 50 34 ) ( 25 23 ) ( 33 33 )	  ( 33 18 ) ( 20 7 ) ( 25 8 ) ( 50 19 )	  ( 20 6 ) ( 50 19 ) ( 25 8 ) ( 33 18 )	  ( 50 30 ) ( 25 19 ) ( 33 29 )	  ( 50 2 )	  ( 50 5 )	  ( 50 9 ) ( 25 7 ) ( 33 8 )	  ( 28 17 ) ( 33 18 )	  ( 28 20 ) ( 33 25 )	  ( 33 7 ) ( 50 8 )	  ( 33 17 ) ( 28 16 )	  ( 33 30 ) ( 20 19 ) ( 50 31 ) ( 25 20 )	  ( 33 15 ) ( 28 14 )	  ( 33 16 ) ( 28 15 ) ( 50 17 )	  ( 50 14 ) ( 28 12 ) ( 33 13 )	  ( 50 1 )	  ( 2147483647 0 )	  ( 50 13 ) ( 25 2 ) ( 33 12 )	  ( 33 7 ) ( 50 8 )	  ( 33 12 ) ( 50 13 )	  ( 50 2 )	  ( 40 7 )	  ( 33 1 ) ( 50 2 )	  ( 33 18 ) ( 25 8 ) ( 50 19 )	  ( 40 12 ) ( 33 11 )	  ( 50 6 )	  ( 28 19 ) ( 33 20 )	  ( 50 6 )	  ( 40 6 )	  ( 28 6 ) ( 40 7 )	  ( 20 19 ) ( 50 31 ) ( 25 20 ) ( 33 30 )	  ( 50 2 )	  ( 50 18 ) ( 25 7 ) ( 33 17 )	  ( 33 8 ) ( 25 7 ) ( 50 9 )	  ( 50 2 )	  ( 50 1 )	  ( 33 6 ) ( 50 7 )	  ( 50 1 )	  ( 40 6 )	  ( 40 6 )
27	  ( 50 18 )	  ( 50 18 )	  ( 50 18 )	  ( 33 15 ) ( 28 12 )	  ( 50 6 )	  ( 50 18 )	  ( 50 11 )	  ( 33 13 )	  ( 22 11 ) ( 40 12 )	  ( 14 6 ) ( 50 18 ) ( 25 7 ) ( 28 17 )	  ( 50 21 )	  ( 50 6 )	  ( 50 6 )	  ( 50 17 )	  ( 25 2 ) ( 50 13 )	  ( 25 5 ) ( 50 16 ) ( 40 10 )	  ( 50 6 )	  ( 33 16 )	  ( 28 20 ) ( 20 19 ) ( 33 23 )	  ( 50 5 )	  ( 33 15 )	  ( 50 18 )	  ( 33 13 )	  ( 50 14 )	  ( 50 11 )	  ( 25 2 ) ( 50 13 )	  ( 25 2 ) ( 33 12 ) ( 50 13 )	  ( 2147483647 0 )	  ( 25 6 ) ( 50 7 )	  ( 50 10 )	  ( 25 2 ) ( 33 12 ) ( 50 14 )	  ( 25 7 ) ( 40 10 )	  ( 25 1 ) ( 50 11 )	  ( 50 6 )	  ( 40 11 )	  ( 25 6 ) ( 28 10 ) ( 50 17 ) ( 40 11 )	  ( 33 18 )	  ( 25 6 ) ( 50 17 ) ( 28 16 )	  ( 25 6 ) ( 40 11 )	  ( 40 10 ) ( 25 6 )	  ( 50 18 )	  ( 25 2 ) ( 33 12 ) ( 50 14 )	  ( 50 5 )	  ( 50 6 )	  ( 25 2 ) ( 50 13 )	  ( 25 1 ) ( 50 12 )	  ( 50 6 )	  ( 25 2 ) ( 50 13 )	  ( 25 6 ) ( 40 10 )	  ( 25 6 ) ( 40 9 )
28	  ( 25 24 ) ( 50 25 )	  ( 25 24 ) ( 50 25 )	  ( 25 24 ) ( 50 25 )	  ( 28 7 ) ( 33 12 )	  ( 25 12 ) ( 50 13 )	  ( 50 25 ) ( 25 24 )	  ( 50 8 ) ( 25 7 )	  ( 33 10 ) ( 28 9 )	  ( 40 7 )	  ( 50 13 ) ( 28 12 )	  ( 25 27 ) ( 50 28 )	  ( 25 12 ) ( 50 13 )	  ( 25 12 ) ( 50 13 )	  ( 50 24 ) ( 25 23 )	  ( 50 8 )	  ( 50 11 ) ( 40 5 )	  ( 50 3 ) ( 25 2 )	  ( 28 12 ) ( 33 13 )	  ( 28 15 ) ( 33 20 )	  ( 25 1 ) ( 50 2 )	  ( 33 12 ) ( 28 11 )	  ( 50 25 ) ( 25 24 )	  ( 33 10 ) ( 28 9 )	  ( 50 11 ) ( 28 10 )	  ( 28 7 ) ( 50 8 )	  ( 25 7 ) ( 50 8 )	  ( 33 7 ) ( 50 8 )	  ( 25 6 ) ( 50 7 )	  ( 2147483647 0 )	  ( 50 7 ) ( 25 6 )	  ( 33 7 ) ( 50 9 )	  ( 40 5 )	  ( 50 6 )	  ( 50 13 ) ( 25 12 )	  ( 40 6 )	  ( 28 5 ) ( 50 12 ) ( 40 6 )	  ( 28 14 ) ( 33 15 )	  ( 50 12 ) ( 28 11 )	  ( 25 5 ) ( 40 6 )	  ( 40 5 )	  ( 50 25 ) ( 25 24 )	  ( 33 7 ) ( 50 9 )	  ( 25 11 ) ( 50 12 )	  ( 50 3 ) ( 25 2 )	  ( 50 8 )	  ( 50 7 )	  ( 50 1 )	  ( 50 8 ) ( 25 7 )	  ( 40 5 )	  ( 40 4 )
29	  ( 50 28 )	  ( 50 28 )	  ( 50 28 )	  ( 33 5 ) ( 28 2 )	  ( 50 16 )	  ( 50 28 )	  ( 50 1 )	  ( 33 3 )	  ( 22 1 ) ( 40 2 )	  ( 50 18 ) ( 14 16 ) ( 28 17 )	  ( 50 31 )	  ( 50 16 )	  ( 50 16 )	  ( 50 27 )	  ( 50 13 ) ( 25 12 )	  ( 50 16 ) ( 40 10 )	  ( 50 6 )	  ( 33 6 )	  ( 33 13 ) ( 20 9 ) ( 28 10 )	  ( 50 5 )	  ( 33 5 )	  ( 50 28 )	  ( 33 3 )	  ( 50 4 )	  ( 50 1 )	  ( 50 13 ) ( 25 12 )	  ( 50 13 ) ( 33 12 )	  ( 50 10 )	  ( 25 6 ) ( 50 7 )	  ( 2147483647 0 )	  ( 50 14 ) ( 33 12 )	  ( 40 10 )	  ( 50 11 )	  ( 50 16 )	  ( 40 1 )	  ( 28 10 ) ( 50 17 ) ( 40 11 )	  ( 33 8 )	  ( 50 17 ) ( 28 16 )	  ( 25 10 ) ( 40 11 )	  ( 40 10 )	  ( 50 28 )	  ( 33 12 ) ( 50 14 )	  ( 50 15 )	  ( 50 6 )	  ( 50 13 ) ( 25 12 )	  ( 25 11 ) ( 50 12 )	  ( 50 6 )	  ( 50 13 ) ( 25 12 )	  ( 40 10 )	  ( 40 9 )
30	  ( 20 18 ) ( 25 20 ) ( 33 30 ) ( 50 32 )	  ( 25 20 ) ( 33 30 ) ( 50 32 )	  ( 20 19 ) ( 25 20 ) ( 33 30 ) ( 50 32 )	  ( 28 12 ) ( 33 17 )	  ( 25 8 ) ( 33 18 ) ( 20 7 ) ( 50 20 )	  ( 20 19 ) ( 25 20 ) ( 33 30 ) ( 50 32 )	  ( 33 13 ) ( 50 15 )	  ( 33 15 ) ( 28 14 )	  ( 33 12 ) ( 40 14 )	  ( 33 7 ) ( 14 6 ) ( 50 8 )	  ( 33 33 ) ( 25 23 ) ( 50 35 )	  ( 20 7 ) ( 50 20 ) ( 25 8 ) ( 33 18 )	  ( 20 6 ) ( 25 8 ) ( 33 18 ) ( 50 20 )	  ( 25 19 ) ( 33 29 ) ( 50 31 )	  ( 50 2 )	  ( 50 6 ) ( 33 5 )	  ( 25 7 ) ( 33 8 ) ( 50 10 )	  ( 28 17 ) ( 33 18 )	  ( 28 20 ) ( 33 25 )	  ( 33 7 ) ( 50 9 )	  ( 33 17 ) ( 28 16 )	  ( 20 19 ) ( 25 20 ) ( 33 30 ) ( 50 32 )	  ( 33 15 ) ( 28 14 )	  ( 28 15 ) ( 33 16 ) ( 50 18 )	  ( 28 12 ) ( 33 13 ) ( 50 15 )	  ( 50 1 )	  ( 50 2 )	  ( 25 2 ) ( 33 12 ) ( 50 14 )	  ( 33 7 ) ( 50 9 )	  ( 33 12 ) ( 50 14 )	  ( 2147483647 0 )	  ( 33 7 ) ( 40 8 )	  ( 33 1 ) ( 50 3 )	  ( 33 18 ) ( 25 8 ) ( 50 20 )	  ( 33 11 ) ( 40 13 )	  ( 50 7 ) ( 33 6 )	  ( 28 19 ) ( 33 20 )	  ( 50 7 ) ( 33 6 )	  ( 33 6 ) ( 40 7 )	  ( 28 6 ) ( 33 7 ) ( 40 8 )	  ( 20 19 ) ( 25 20 ) ( 33 30 ) ( 50 32 )	  ( 50 2 )	  ( 50 19 ) ( 25 7 ) ( 33 17 )	  ( 25 7 ) ( 33 8 ) ( 50 10 )	  ( 33 2 ) ( 50 3 )	  ( 50 2 ) ( 33 1 )	  ( 33 6 ) ( 50 8 )	  ( 50 1 )	  ( 33 6 ) ( 40 7 )	  ( 33 6 ) ( 40 7 )
31	  ( 25 25 ) ( 20 23 ) ( 40 28 )	  ( 40 28 ) ( 25 25 )	  ( 40 28 ) ( 25 25 ) ( 20 24 )	  ( 28 10 ) ( 33 15 )	  ( 20 12 ) ( 25 13 ) ( 40 16 )	  ( 20 24 ) ( 25 25 ) ( 40 28 )	  ( 40 11 )	  ( 33 13 ) ( 28 12 )	  ( 40 10 )	  ( 28 9 ) ( 40 10 )	  ( 40 31 ) ( 25 28 )	  ( 20 12 ) ( 40 16 ) ( 25 13 )	  ( 40 16 ) ( 20 11 ) ( 25 13 )	  ( 40 27 ) ( 25 24 )	  ( 40 7 )	  ( 40 2 )	  ( 25 5 ) ( 40 6 )	  ( 28 15 ) ( 33 16 )	  ( 28 18 ) ( 33 23 )	  ( 40 5 )	  ( 33 15 ) ( 28 14 )	  ( 40 28 ) ( 25 25 ) ( 20 24 )	  ( 33 13 ) ( 28 12 )	  ( 40 14 ) ( 28 13 )	  ( 28 10 ) ( 40 11 )	  ( 40 7 )	  ( 40 7 )	  ( 40 10 ) ( 25 7 )	  ( 40 5 )	  ( 40 10 )	  ( 33 7 ) ( 40 8 )	  ( 2147483647 0 )	  ( 40 7 )	  ( 40 16 ) ( 25 13 )	  ( 40 9 )	  ( 28 2 ) ( 40 3 )	  ( 28 17 ) ( 33 18 )	  ( 28 8 ) ( 40 9 )	  ( 50 1 )	  ( 50 2 )	  ( 40 28 ) ( 25 25 ) ( 20 24 )	  ( 33 7 ) ( 40 8 )	  ( 40 15 ) ( 25 12 )	  ( 25 5 ) ( 40 6 )	  ( 40 7 )	  ( 40 6 )	  ( 40 4 )	  ( 40 7 )	  ( 50 2 )	  ( 50 1 )
32	  ( 25 19 ) ( 20 18 ) ( 50 29 )	  ( 25 19 ) ( 50 29 )	  ( 25 19 ) ( 50 29 )	  ( 28 11 ) ( 33 16 )	  ( 25 7 ) ( 50 17 )	  ( 25 19 ) ( 50 29 )	  ( 50 12 )	  ( 33 14 ) ( 28 13 )	  ( 40 11 )	  ( 50 7 ) ( 14 6 )	  ( 25 22 ) ( 50 32 )	  ( 25 7 ) ( 50 17 )	  ( 20 6 ) ( 25 7 ) ( 50 17 )	  ( 25 18 ) ( 50 28 )	  ( 50 2 )	  ( 50 5 )	  ( 25 6 ) ( 50 7 )	  ( 28 16 ) ( 33 17 )	  ( 28 19 ) ( 33 24 )	  ( 50 6 )	  ( 33 16 ) ( 28 15 )	  ( 25 19 ) ( 50 29 )	  ( 33 14 ) ( 28 13 )	  ( 50 15 ) ( 28 14 )	  ( 28 11 ) ( 50 12 )	  ( 25 1 ) ( 50 2 )	  ( 33 1 ) ( 50 2 )	  ( 25 1 ) ( 50 11 )	  ( 50 6 )	  ( 50 11 )	  ( 33 1 ) ( 50 3 )	  ( 40 7 )	  ( 2147483647 0 )	  ( 25 7 ) ( 50 17 )	  ( 40 10 )	  ( 50 6 )	  ( 28 18 ) ( 33 19 )	  ( 50 6 )	  ( 40 6 )	  ( 28 6 ) ( 40 7 )	  ( 25 19 ) ( 50 29 )	  ( 33 1 ) ( 50 3 )	  ( 25 6 ) ( 50 16 )	  ( 25 6 ) ( 50 7 )	  ( 50 2 )	  ( 50 1 )	  ( 50 5 )	  ( 50 2 ) ( 25 1 )	  ( 40 6 )	  ( 40 6 )
33	  ( 50 14 )	  ( 50 14 )	  ( 50 14 )	  ( 33 21 ) ( 28 18 )	  ( 50 2 )	  ( 50 14 )	  ( 50 17 )	  ( 33 19 )	  ( 22 17 ) ( 40 18 )	  ( 25 13 ) ( 50 24 ) ( 28 23 ) ( 14 12 )	  ( 50 15 )	  ( 50 2 )	  ( 50 2 )	  ( 50 13 )	  ( 25 8 ) ( 50 19 )	  ( 25 11 ) ( 50 22 ) ( 40 16 )	  ( 50 12 )	  ( 33 22 )	  ( 33 29 ) ( 20 25 ) ( 28 26 )	  ( 50 11 )	  ( 33 21 )	  ( 50 14 )	  ( 33 19 )	  ( 50 20 )	  ( 50 17 )	  ( 25 8 ) ( 50 19 )	  ( 33 18 ) ( 50 19 ) ( 25 8 )	  ( 50 6 )	  ( 25 12 ) ( 50 13 )	  ( 50 16 )	  ( 50 20 ) ( 33 18 ) ( 25 8 )	  ( 25 13 ) ( 40 16 )	  ( 25 7 ) ( 50 17 )	  ( 2147483647 0 )	  ( 40 17 )	  ( 28 16 ) ( 25 12 ) ( 50 23 ) ( 40 17 )	  ( 33 24 )	  ( 25 12 ) ( 28 22 ) ( 50 23 )	  ( 25 12 ) ( 40 17 )	  ( 40 16 ) ( 25 12 )	  ( 50 14 )	  ( 50 20 ) ( 33 18 ) ( 25 8 )	  ( 50 1 )	  ( 50 12 )	  ( 25 8 ) ( 50 19 )	  ( 25 7 ) ( 50 18 )	  ( 50 12 )	  ( 25 8 ) ( 50 19 )	  ( 25 12 ) ( 40 16 )	  ( 25 12 ) ( 40 15 )
34	  ( 40 29 ) ( 20 28 )	  ( 40 29 )	  ( 40 29 )	  ( 28 1 ) ( 33 6 )	  ( 40 17 )	  ( 40 29 )	  ( 40 2 )	  ( 33 4 ) ( 28 3 )	  ( 50 1 )	  ( 40 17 ) ( 28 16 )	  ( 40 32 )	  ( 40 17 )	  ( 20 16 ) ( 40 17 )	  ( 40 28 )	  ( 40 12 )	  ( 40 9 )	  ( 25 6 ) ( 40 7 )	  ( 28 6 ) ( 33 7 )	  ( 28 9 ) ( 33 14 )	  ( 40 6 )	  ( 28 5 ) ( 33 6 )	  ( 40 29 )	  ( 33 4 ) ( 28 3 )	  ( 28 4 ) ( 40 5 )	  ( 28 1 ) ( 40 2 )	  ( 25 11 ) ( 40 12 )	  ( 33 11 ) ( 40 12 )	  ( 40 11 )	  ( 40 6 )	  ( 40 1 )	  ( 33 11 ) ( 40 13 )	  ( 40 9 )	  ( 40 10 )	  ( 40 17 )	  ( 2147483647 0 )	  ( 28 9 ) ( 40 10 )	  ( 28 8 ) ( 33 9 )	  ( 40 16 ) ( 28 15 )	  ( 25 9 ) ( 40 10 )	  ( 40 9 )	  ( 40 29 )	  ( 33 11 ) ( 40 13 )	  ( 40 16 )	  ( 25 6 ) ( 40 7 )	  ( 40 12 )	  ( 40 11 )	  ( 40 5 )	  ( 40 12 ) ( 25 11 )	  ( 40 9 )	  ( 40 8 )
35	  ( 20 22 ) ( 50 35 ) ( 40 29 ) ( 25 24 ) ( 28 28 )	  ( 50 35 ) ( 40 29 ) ( 25 24 ) ( 28 28 )	  ( 50 35 ) ( 20 23 ) ( 40 29 ) ( 25 24 ) ( 28 28 )	  ( 28 10 ) ( 33 16 )	  ( 25 12 ) ( 40 17 ) ( 20 11 ) ( 50 23 ) ( 28 16 )	  ( 28 28 ) ( 25 24 ) ( 50 35 ) ( 20 23 ) ( 40 29 )	  ( 28 11 ) ( 50 18 ) ( 40 12 )	  ( 33 14 ) ( 28 12 )	  ( 40 11 ) ( 28 10 )	  ( 50 7 )	  ( 40 32 ) ( 25 27 ) ( 50 38 ) ( 28 31 )	  ( 25 12 ) ( 20 11 ) ( 50 23 ) ( 40 17 ) ( 28 16 )	  ( 25 12 ) ( 50 23 ) ( 40 17 ) ( 20 10 ) ( 28 16 )	  ( 50 34 ) ( 40 28 ) ( 25 23 ) ( 28 27 )	  ( 50 6 )	  ( 50 1 )	  ( 28 6 ) ( 40 7 ) ( 25 5 ) ( 50 13 )	  ( 28 15 ) ( 33 17 )	  ( 28 18 ) ( 33 24 )	  ( 28 5 ) ( 50 12 ) ( 40 6 )	  ( 28 14 ) ( 33 16 )	  ( 50 35 ) ( 20 23 ) ( 40 29 ) ( 25 24 ) ( 28 28 )	  ( 33 14 ) ( 28 12 )	  ( 28 13 ) ( 40 15 ) ( 50 21 )	  ( 28 10 ) ( 50 18 ) ( 40 12 )	  ( 50 6 )	  ( 50 6 )	  ( 25 6 ) ( 40 11 ) ( 50 17 ) ( 28 10 )	  ( 28 5 ) ( 40 6 ) ( 50 12 )	  ( 50 17 ) ( 40 11 ) ( 28 10 )	  ( 33 6 ) ( 50 7 )	  ( 28 2 ) ( 40 3 )	  ( 50 6 )	  ( 25 12 ) ( 40 17 ) ( 50 23 ) ( 28 16 )	  ( 40 10 ) ( 28 9 )	  ( 2147483647 0 )	  ( 28 17 ) ( 33 19 )	  ( 50 6 )	  ( 40 2 )	  ( 28 2 ) ( 40 3 )	  ( 50 35 ) ( 20 23 ) ( 40 29 ) ( 25 24 ) ( 28 28 )	  ( 33 6 ) ( 50 7 )	  ( 25 11 ) ( 40 16 ) ( 50 22 ) ( 28 15 )	  ( 28 6 ) ( 40 7 ) ( 25 5 ) ( 50 13 )	  ( 50 6 )	  ( 50 5 )	  ( 28 4 ) ( 40 5 ) ( 50 11 )	  ( 50 6 )	  ( 40 2 )	  ( 28 1 ) ( 40 2 )
36	  ( 33 36 )	  ( 33 36 )	  ( 33 36 )	  ( 50 7 )	  ( 33 24 )	  ( 33 36 )	  ( 33 7 )	  ( 50 9 )	  ( 28 9 ) ( 33 10 )	  ( 28 24 ) ( 33 26 )	  ( 33 39 )	  ( 33 24 )	  ( 33 24 )	  ( 33 35 )	  ( 28 20 ) ( 33 21 )	  ( 33 18 ) ( 28 17 )	  ( 33 14 )	  ( 50 12 )	  ( 50 15 )	  ( 33 13 )	  ( 50 11 )	  ( 33 36 )	  ( 50 9 )	  ( 33 10 )	  ( 33 9 )	  ( 25 19 ) ( 28 20 ) ( 33 21 )	  ( 28 19 ) ( 33 20 )	  ( 33 18 )	  ( 28 14 ) ( 33 15 )	  ( 33 8 )	  ( 33 20 ) ( 28 19 )	  ( 33 18 ) ( 28 17 )	  ( 28 18 ) ( 33 19 )	  ( 33 24 )	  ( 28 8 ) ( 33 9 )	  ( 28 17 ) ( 33 19 )	  ( 2147483647 0 )	  ( 28 23 ) ( 33 25 )	  ( 25 17 ) ( 28 18 ) ( 33 19 )	  ( 33 18 ) ( 28 17 )	  ( 33 36 )	  ( 28 19 ) ( 33 20 )	  ( 33 23 )	  ( 33 14 )	  ( 33 21 ) ( 28 20 )	  ( 28 19 ) ( 33 20 )	  ( 28 13 ) ( 33 14 )	  ( 25 19 ) ( 28 20 ) ( 33 21 )	  ( 28 17 ) ( 33 18 )	  ( 33 17 ) ( 28 16 )
37	  ( 20 22 ) ( 25 24 ) ( 50 35 ) ( 28 34 )	  ( 25 24 ) ( 50 35 ) ( 28 34 )	  ( 28 34 ) ( 20 23 ) ( 50 35 ) ( 25 24 )	  ( 28 16 ) ( 33 22 )	  ( 28 22 ) ( 20 11 ) ( 50 23 ) ( 25 12 )	  ( 20 23 ) ( 50 35 ) ( 25 24 ) ( 28 34 )	  ( 28 17 ) ( 50 18 )	  ( 33 20 ) ( 28 18 )	  ( 28 16 ) ( 40 17 )	  ( 50 1 )	  ( 25 27 ) ( 50 38 ) ( 28 37 )	  ( 28 22 ) ( 25 12 ) ( 20 11 ) ( 50 23 )	  ( 20 10 ) ( 25 12 ) ( 50 23 ) ( 28 22 )	  ( 25 23 ) ( 50 34 ) ( 28 33 )	  ( 50 6 ) ( 14 5 )	  ( 50 7 )	  ( 28 12 ) ( 25 11 ) ( 50 13 )	  ( 28 21 ) ( 33 23 )	  ( 28 24 ) ( 33 30 )	  ( 50 12 ) ( 28 11 )	  ( 28 20 ) ( 33 22 )	  ( 20 23 ) ( 25 24 ) ( 50 35 ) ( 28 34 )	  ( 33 20 ) ( 28 18 )	  ( 28 19 ) ( 50 21 )	  ( 28 16 ) ( 50 18 )	  ( 25 5 ) ( 50 6 )	  ( 50 6 )	  ( 28 16 ) ( 25 6 ) ( 50 17 )	  ( 28 11 ) ( 50 12 )	  ( 50 17 ) ( 28 16 )	  ( 33 6 ) ( 50 7 )	  ( 28 8 ) ( 40 9 )	  ( 50 6 )	  ( 25 12 ) ( 50 23 ) ( 28 22 )	  ( 40 16 ) ( 28 15 )	  ( 50 6 )	  ( 28 23 ) ( 33 25 )	  ( 2147483647 0 )	  ( 40 8 )	  ( 28 8 ) ( 40 9 )	  ( 28 34 ) ( 20 23 ) ( 50 35 ) ( 25 24 )	  ( 33 6 ) ( 50 7 )	  ( 25 11 ) ( 50 22 ) ( 28 21 )	  ( 28 12 ) ( 50 13 ) ( 25 11 )	  ( 50 4 )	  ( 50 5 )	  ( 50 11 ) ( 28 10 )	  ( 25 5 ) ( 50 6 )	  ( 40 8 )	  ( 28 7 ) ( 40 8 )
38	  ( 25 24 ) ( 20 22 ) ( 40 29 )	  ( 25 24 ) ( 40 29 )	  ( 25 24 ) ( 20 23 ) ( 40 29 )	  ( 25 10 ) ( 28 11 ) ( 33 16 )	  ( 20 11 ) ( 25 12 ) ( 40 17 )	  ( 25 24 ) ( 20 23 ) ( 40 29 )	  ( 25 11 ) ( 40 12 )	  ( 25 12 ) ( 33 14 ) ( 28 13 )	  ( 25 10 ) ( 40 11 )	  ( 40 9 )	  ( 25 27 ) ( 40 32 )	  ( 20 11 ) ( 25 12 ) ( 40 17 )	  ( 25 12 ) ( 20 10 ) ( 40 17 )	  ( 25 23 ) ( 40 28 )	  ( 40 6 )	  ( 40 1 )	  ( 25 5 ) ( 40 7 )	  ( 25 15 ) ( 28 16 ) ( 33 17 )	  ( 25 18 ) ( 28 19 ) ( 33 24 )	  ( 25 5 ) ( 40 6 )	  ( 25 14 ) ( 33 16 ) ( 28 15 )	  ( 25 24 ) ( 20 23 ) ( 40 29 )	  ( 25 12 ) ( 33 14 ) ( 28 13 )	  ( 28 14 ) ( 40 15 ) ( 25 13 )	  ( 25 10 ) ( 28 11 ) ( 40 12 )	  ( 40 6 )	  ( 40 6 )	  ( 25 6 ) ( 40 11 )	  ( 25 5 ) ( 40 6 )	  ( 25 10 ) ( 40 11 )	  ( 33 6 ) ( 40 7 )	  ( 50 1 )	  ( 40 6 )	  ( 25 12 ) ( 40 17 )	  ( 25 9 ) ( 40 10 )	  ( 40 2 )	  ( 25 17 ) ( 28 18 ) ( 33 19 )	  ( 40 8 )	  ( 2147483647 0 )	  ( 28 2 ) ( 50 3 )	  ( 25 24 ) ( 20 23 ) ( 40 29 )	  ( 33 6 ) ( 40 7 )	  ( 25 11 ) ( 40 16 )	  ( 25 5 ) ( 40 7 )	  ( 40 6 )	  ( 40 5 )	  ( 25 4 ) ( 40 5 )	  ( 40 6 )	  ( 40 2 ) ( 50 3 )	  ( 25 1 ) ( 50 2 )
39	  ( 25 24 ) ( 20 22 ) ( 40 28 )	  ( 40 28 ) ( 25 24 )	  ( 25 24 ) ( 20 23 ) ( 40 28 )	  ( 28 10 ) ( 33 15 )	  ( 25 12 ) ( 20 11 ) ( 40 16 )	  ( 25 24 ) ( 20 23 ) ( 40 28 )	  ( 40 11 )	  ( 33 13 ) ( 28 12 )	  ( 40 10 )	  ( 28 9 ) ( 40 10 )	  ( 40 31 ) ( 25 27 )	  ( 40 16 ) ( 25 12 ) ( 20 11 )	  ( 25 12 ) ( 20 10 ) ( 40 16 )	  ( 25 23 ) ( 40 27 )	  ( 40 7 ) ( 28 6 )	  ( 28 1 ) ( 40 2 )	  ( 25 5 ) ( 40 6 )	  ( 28 15 ) ( 33 16 )	  ( 28 18 ) ( 33 23 )	  ( 40 5 )	  ( 33 15 ) ( 28 14 )	  ( 25 24 ) ( 20 23 ) ( 40 28 )	  ( 33 13 ) ( 28 12 )	  ( 40 14 ) ( 28 13 )	  ( 28 10 ) ( 40 11 )	  ( 28 6 ) ( 40 7 )	  ( 28 6 ) ( 40 7 )	  ( 25 6 ) ( 40 10 )	  ( 40 5 )	  ( 40 10 )	  ( 28 6 ) ( 33 7 ) ( 40 8 )	  ( 50 2 )	  ( 28 6 ) ( 40 7 )	  ( 25 12 ) ( 40 16 )	  ( 40 9 )	  ( 40 3 ) ( 28 2 )	  ( 28 17 ) ( 33 18 )	  ( 40 9 ) ( 28 8 )	  ( 50 3 ) ( 28 2 )	  ( 2147483647 0 )	  ( 25 24 ) ( 20 23 ) ( 40 28 )	  ( 33 7 ) ( 40 8 ) ( 28 6 )	  ( 40 15 ) ( 25 11 )	  ( 25 5 ) ( 40 6 )	  ( 40 7 ) ( 28 6 )	  ( 28 5 ) ( 40 6 )	  ( 40 4 )	  ( 28 6 ) ( 40 7 )	  ( 50 2 )	  ( 50 1 )
40	  ( 50 1 )	  ( 50 2 )	  ( 50 2 )	  ( 33 33 ) ( 28 30 )	  ( 50 14 )	  ( 50 2 )	  ( 50 29 )	  ( 33 31 )	  ( 22 29 ) ( 40 30 )	  ( 14 23 ) ( 20 24 ) ( 50 36 ) ( 25 25 ) ( 28 35 )	  ( 50 17 )	  ( 50 14 )	  ( 50 13 )	  ( 50 1 )	  ( 20 19 ) ( 25 20 ) ( 50 31 )	  ( 50 34 ) ( 40 28 ) ( 25 23 ) ( 20 22 )	  ( 50 24 )	  ( 33 34 )	  ( 33 41 ) ( 20 37 ) ( 28 38 )	  ( 50 23 )	  ( 33 33 )	  ( 50 2 )	  ( 33 31 )	  ( 50 32 )	  ( 50 29 )	  ( 25 20 ) ( 50 31 ) ( 20 19 )	  ( 20 19 ) ( 33 30 ) ( 50 31 ) ( 25 20 )	  ( 50 18 )	  ( 25 24 ) ( 50 25 )	  ( 50 28 )	  ( 20 19 ) ( 50 32 ) ( 33 30 ) ( 25 20 )	  ( 20 24 ) ( 25 25 ) ( 40 28 )	  ( 25 19 ) ( 50 29 )	  ( 50 14 )	  ( 40 29 )	  ( 28 28 ) ( 25 24 ) ( 50 35 ) ( 20 23 ) ( 40 29 )	  ( 33 36 )	  ( 20 23 ) ( 25 24 ) ( 50 35 ) ( 28 34 )	  ( 25 24 ) ( 20 23 ) ( 40 29 )	  ( 20 23 ) ( 40 28 ) ( 25 24 )	  ( 2147483647 0 )	  ( 50 32 ) ( 33 30 ) ( 25 20 ) ( 20 19 )	  ( 50 13 )	  ( 50 24 )	  ( 20 19 ) ( 25 20 ) ( 50 31 )	  ( 20 18 ) ( 25 19 ) ( 50 30 )	  ( 50 24 )	  ( 20 19 ) ( 25 20 ) ( 50 31 )	  ( 20 23 ) ( 25 24 ) ( 40 28 )	  ( 25 24 ) ( 40 27 ) ( 20 23 )
